job_id,title,company,location,salary,description,url,date_posted,job_type,experience_level,required_skills,education,benefits,education_required,years_experience,date_processed,skill_sql,skill_python,skill_r,skill_excel,skill_tableau,skill_power bi,skill_sas,skill_spss,skill_java,skill_c#,skill_c\+\+,skill_javascript,skill_scala,skill_matlab,skill_hadoop,skill_spark,skill_aws,skill_azure,skill_google cloud,skill_etl,skill_machine learning,skill_ai,skill_deep learning,skill_nlp,skill_natural language processing,skill_data mining,skill_data visualization,skill_statistical analysis,skill_a/b testing,skill_data modeling,skill_data warehousing,skill_big data,skill_nosql,skill_mongodb,skill_cassandra,skill_mysql,skill_postgresql,skill_oracle,skill_sql server,skill_teradata,skill_snowflake,skill_redshift,skill_looker,skill_qlik,skill_alteryx,skill_knime,skill_rapidminer,skill_tensorflow,skill_pytorch,skill_keras,skill_scikit-learn,skill_pandas,skill_numpy,skill_matplotlib,skill_seaborn,skill_ggplot2,skill_jupyter,skill_git,skill_docker,skill_kubernetes,skill_airflow,skill_luigi,skill_databricks,skill_agile,skill_scrum,skill_jira,skill_confluence,skill_microsoft office,skill_vba,skill_dax,skill_power query,skill_sharepoint,skill_salesforce,skill_dynamics,skill_sap,skill_oracle ebs,skills_mentioned_count,skills_mentioned,description_snippet,search_job_title,search_location,min_salary,max_salary,salary_period,avg_salary,job_level,is_remote,salary_competitiveness
r9ov2v4i017utksr,Business Analyst,Precision Insights,Remote,N/A,"We are seeking a talented Business Analyst to join our team.

Responsibilities:
- You will work closely with stakeholders to ensure solutions meet business objectives.
- This position involves analyzing business processes and recommending improvements.
- You will gather and document business requirements and translate them into functional specifications.
- In this role, you will bridge the gap between business needs and technical solutions.

Requirements:
- Bachelor's degree in Computer Science, Statistics, Mathematics, or related field
- 1+ years of experience in business analyst or related field
- Proficiency in Statistical Analysis
- Proficiency in Reporting
- Proficiency in SQL
- Proficiency in Tableau
- Proficiency in Hadoop
- Proficiency in A/B Testing

Preferred Qualifications:
- Experience with Google Cloud
- Experience with Power BI
- Experience with AWS

Benefits:
- Collaborative and innovative work environment
- 401(k) matching
- Paid time off and holidays
- Professional development opportunities
",https://www.indeed.com/viewjob?jk=r9ov2v4i017utksr,2025-04-13,Part-time,Entry level,"['Python', 'R', 'Data Quality', 'SPSS', 'Tableau', 'Hadoop', 'Data Governance', 'Big Data']",Associate's degree,"['Health insurance', 'Remote work option', 'Paid time off', 'Tuition reimbursement', 'Free snacks and drinks', 'Company events', 'Gym membership', 'Flexible schedule']",Bachelor's degree,1,2025-04-14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"['SQL', 'Tableau', 'Power BI', 'Hadoop', 'AWS', 'Google Cloud', 'Statistical Analysis', 'A/B Testing']","We are seeking a talented Business Analyst to join our team.

Responsibilities:
- In this role, you will bridge the gap between business needs and tec...",Business Analyst,Remote,,,Not specified,,Junior,True,Unknown
0z3htkazc6tco7p1,Business Intelligence Analyst,DataDriven Enterprises,"San Francisco, CA",$90 - $110 an hour,"We are seeking a talented Business Intelligence Analyst to join our team.

Responsibilities:
- You will transform raw data into meaningful business insights.
- You will work with business users to understand reporting needs and deliver solutions.
- This position involves optimizing data collection procedures and ensuring data quality.
- In this role, you will design and build interactive dashboards and reports.

Requirements:
- Certification in Computer Science, Statistics, Mathematics, or related field
- 7+ years of experience in business intelligence analyst or related field
- Proficiency in Dashboard Development
- Proficiency in Azure
- Proficiency in Excel
- Proficiency in Data Modeling
- Proficiency in Hadoop
- Proficiency in Data Mining

Preferred Qualifications:
- Experience with Machine Learning
- Experience with Statistical Analysis
- Experience with Python

Benefits:
- 401(k) matching
- Professional development opportunities
- Paid time off and holidays
- Health, dental, and vision insurance
",https://www.indeed.com/viewjob?jk=0z3htkazc6tco7p1,2025-03-28,Contract,Entry level,"['Data Governance', 'Data Modeling', 'AWS', 'Data Warehousing', 'Reporting', 'Predictive Analytics', 'Spark']",Associate's degree,"['401(k)', 'Remote work option', 'Professional development', 'Tuition reimbursement', 'Casual dress code', 'Gym membership', 'Company events']",Master's degree,7,2025-04-14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"['Python', 'Excel', 'Hadoop', 'Azure', 'Machine Learning', 'Data Mining', 'Statistical Analysis', 'Data Modeling']","We're hiring a Business Intelligence Analyst to help us make data-driven decisions.

Responsibilities:
- In this role, you will design and build inter...",Business Intelligence Analyst,"San Francisco, CA",90.0,110.0,n,100.0,Senior,False,Low
8rbt7z2ve4vd37zh,Data Analyst,QuantumLeap Analytics,"Seattle, WA","$60,000 - $80,000 a year","We're hiring a Data Analyst to help us make data-driven decisions.

Responsibilities:
- In this role, you will analyze complex datasets to identify trends and insights.
- This position involves cleaning and transforming data to ensure accuracy and reliability.
- You will work with cross-functional teams to understand business requirements and provide data-driven solutions.
- You will be responsible for creating dashboards and reports to communicate findings to stakeholders.

Requirements:
- PhD in Computer Science, Statistics, Mathematics, or related field
- 1+ years of experience in data analyst or related field
- Proficiency in Data Cleaning
- Proficiency in Data Modeling
- Proficiency in Tableau
- Proficiency in Machine Learning
- Proficiency in Spark
- Proficiency in Data Governance

Preferred Qualifications:
- Experience with R
- Experience with Big Data
- Experience with Hadoop

Benefits:
- 401(k) matching
- Flexible work arrangements
- Paid time off and holidays
- Health, dental, and vision insurance
",https://www.indeed.com/viewjob?jk=8rbt7z2ve4vd37zh,2025-04-01,Contract,Entry level,"['R', 'Dashboard Development', 'Statistical Analysis', 'Reporting', 'Azure', 'Data Cleaning', 'Power BI', 'Data Quality']",Bachelor's degree,"['Dental insurance', 'Remote work option', 'Tuition reimbursement', 'Flexible schedule', 'Company events']",Master's degree,1,2025-04-14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['R', 'Tableau', 'Hadoop', 'Spark', 'Machine Learning', 'Data Modeling', 'Big Data']","We're hiring a Data Analyst to help us make data-driven decisions.

Responsibilities:
- You will be responsible for creating dashboards and reports to...",Data Analyst,"Seattle, WA",60000.0,80000.0,year,70000.0,Junior,False,Average
nnm81es6o0xqzyl7,Business Analyst,Analytics Advantage,Remote,N/A,"Our client is looking for an experienced Business Analyst to help drive business insights.

Responsibilities:
- You will gather and document business requirements and translate them into functional specifications.
- In this role, you will bridge the gap between business needs and technical solutions.
- You will work closely with stakeholders to ensure solutions meet business objectives.
- This position involves analyzing business processes and recommending improvements.

Requirements:
- Associate's degree in Computer Science, Statistics, Mathematics, or related field
- 7+ years of experience in business analyst or related field
- Proficiency in Azure
- Proficiency in Data Modeling
- Proficiency in Dashboard Development
- Proficiency in Hadoop
- Proficiency in Predictive Analytics
- Proficiency in Excel

Preferred Qualifications:
- Experience with Data Mining
- Experience with Power BI
- Experience with SAS

Benefits:
- 401(k) matching
- Flexible work arrangements
- Paid time off and holidays
- Collaborative and innovative work environment
",https://www.indeed.com/viewjob?jk=nnm81es6o0xqzyl7,2025-03-25,Internship,Executive,"['SPSS', 'Python', 'SAS', 'Data Mining', 'Statistical Analysis', 'Tableau', 'Data Warehousing']",High School Diploma,"['Gym membership', '401(k)', 'Dental insurance', 'Paid time off']",Master's degree,7,2025-04-14,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['Excel', 'Power BI', 'SAS', 'Hadoop', 'Azure', 'Data Mining', 'Data Modeling']","Our client is looking for an experienced Business Analyst to help drive business insights.

Responsibilities:
- This position involves analyzing busin...",Business Analyst,Remote,,,Not specified,,Senior,True,Unknown
mvlllnf6k9ilrond,Business Intelligence Analyst,ByteWise Solutions,"Seattle, WA","$60,000 - $80,000 a year","Exciting opportunity for a Business Intelligence Analyst to make an impact in a fast-paced environment.

Responsibilities:
- In this role, you will design and build interactive dashboards and reports.
- You will transform raw data into meaningful business insights.
- This position involves optimizing data collection procedures and ensuring data quality.
- You will work with business users to understand reporting needs and deliver solutions.

Requirements:
- Master's degree in Computer Science, Statistics, Mathematics, or related field
- 3+ years of experience in business intelligence analyst or related field
- Proficiency in SAS
- Proficiency in R
- Proficiency in ETL
- Proficiency in A/B Testing
- Proficiency in Database Management
- Proficiency in Data Governance

Preferred Qualifications:
- Experience with Predictive Analytics
- Experience with Power BI
- Experience with Dashboard Development

Benefits:
- Paid time off and holidays
- Competitive salary and benefits package
- 401(k) matching
- Health, dental, and vision insurance
",https://www.indeed.com/viewjob?jk=mvlllnf6k9ilrond,2025-04-01,Contract,Entry level,"['Data Governance', 'Tableau', 'Data Modeling', 'Business Intelligence', 'Azure', 'AWS', 'Data Visualization', 'A/B Testing', 'SPSS', 'Google Cloud']",Associate's degree,"['Remote work option', 'Casual dress code', 'Dental insurance', 'Gym membership']",Bachelor's degree,3,2025-04-14,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"['R', 'Power BI', 'SAS', 'ETL', 'A/B Testing']","Join our growing team as a Business Intelligence Analyst and help transform data into actionable insights.

Responsibilities:
- This position involves...",Business Intelligence Analyst,"Seattle, WA",60000.0,80000.0,year,70000.0,Mid-level,False,Average
r3kt279b40m0hz0u,Business Intelligence Analyst,Pinnacle Insights,"Chicago, IL",$70 - $90 an hour,"Join our growing team as a Business Intelligence Analyst and help transform data into actionable insights.

Responsibilities:
- This position involves optimizing data collection procedures and ensuring data quality.
- You will transform raw data into meaningful business insights.
- You will work with business users to understand reporting needs and deliver solutions.
- In this role, you will design and build interactive dashboards and reports.

Requirements:
- Bachelor's degree in Computer Science, Statistics, Mathematics, or related field
- 1+ years of experience in business intelligence analyst or related field
- Proficiency in Statistical Analysis
- Proficiency in Azure
- Proficiency in Excel
- Proficiency in Power BI
- Proficiency in Python
- Proficiency in SPSS

Preferred Qualifications:
- Experience with Database Management
- Experience with Data Quality
- Experience with SQL

Benefits:
- Professional development opportunities
- Competitive salary and benefits package
- Health, dental, and vision insurance
- Paid time off and holidays
",https://www.indeed.com/viewjob?jk=r3kt279b40m0hz0u,2025-04-01,Full-time,Entry level,"['SAS', 'Azure', 'Data Modeling', 'Data Governance', 'Tableau', 'Data Visualization', 'AWS']",PhD,"['Flexible schedule', 'Gym membership', 'Casual dress code', 'Health insurance', 'Professional development', 'Paid time off', 'Free snacks and drinks']",Bachelor's degree,1,2025-04-14,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['SQL', 'Python', 'Excel', 'Power BI', 'SPSS', 'Azure', 'Statistical Analysis']","We are seeking a talented Business Intelligence Analyst to join our team.

Responsibilities:
- This position involves optimizing data collection proce...",Business Intelligence Analyst,"Chicago, IL",70.0,90.0,n,80.0,Junior,False,Low
knngixij16pazmpz,Business Intelligence Analyst,Nexus Innovations,"New York, NY",N/A,"Exciting opportunity for a Business Intelligence Analyst to make an impact in a fast-paced environment.

Responsibilities:
- You will work with business users to understand reporting needs and deliver solutions.
- This position involves optimizing data collection procedures and ensuring data quality.
- In this role, you will design and build interactive dashboards and reports.
- You will transform raw data into meaningful business insights.

Requirements:
- Certification in Computer Science, Statistics, Mathematics, or related field
- 2+ years of experience in business intelligence analyst or related field
- Proficiency in Statistical Analysis
- Proficiency in SAS
- Proficiency in Excel
- Proficiency in A/B Testing
- Proficiency in Data Governance
- Proficiency in Python

Preferred Qualifications:
- Experience with Business Intelligence
- Experience with R
- Experience with Hadoop

Benefits:
- Professional development opportunities
- Health, dental, and vision insurance
- 401(k) matching
- Collaborative and innovative work environment
",https://www.indeed.com/viewjob?jk=knngixij16pazmpz,2025-03-18,Remote,Entry level,"['ETL', 'Data Mining', 'A/B Testing', 'Tableau', 'Data Cleaning', 'Big Data', 'Reporting', 'SPSS']",Certification,"['Tuition reimbursement', 'Health insurance', 'Free snacks and drinks', 'Remote work option', 'Company events', 'Casual dress code', '401(k)']",Master's degree,2,2025-04-14,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['Python', 'R', 'Excel', 'SAS', 'Hadoop', 'Statistical Analysis', 'A/B Testing']","Exciting opportunity for a Business Intelligence Analyst to make an impact in a fast-paced environment.

Responsibilities:
- You will transform raw da...",Business Intelligence Analyst,"New York, NY",,,Not specified,,Mid-level,False,Unknown
ulcwgitvvnge77da,Business Analyst,Stellar Data,"Seattle, WA",N/A,"Join our growing team as a Business Analyst and help transform data into actionable insights.

Responsibilities:
- You will gather and document business requirements and translate them into functional specifications.
- You will work closely with stakeholders to ensure solutions meet business objectives.
- This position involves analyzing business processes and recommending improvements.
- In this role, you will bridge the gap between business needs and technical solutions.

Requirements:
- Certification in Computer Science, Statistics, Mathematics, or related field
- 4+ years of experience in business analyst or related field
- Proficiency in R
- Proficiency in Azure
- Proficiency in Data Governance
- Proficiency in Dashboard Development
- Proficiency in Python
- Proficiency in Data Cleaning

Preferred Qualifications:
- Experience with ETL
- Experience with Data Quality
- Experience with Data Warehousing

Benefits:
- Collaborative and innovative work environment
- 401(k) matching
- Competitive salary and benefits package
- Health, dental, and vision insurance
",https://www.indeed.com/viewjob?jk=ulcwgitvvnge77da,2025-04-03,Remote,Director,"['Data Cleaning', 'Power BI', 'ETL', 'Excel', 'Dashboard Development', 'SQL', 'Big Data', 'Machine Learning']",High School Diploma,"['401(k)', 'Health insurance', 'Dental insurance', 'Vision insurance', 'Tuition reimbursement', 'Casual dress code', 'Remote work option', 'Paid time off']",Master's degree,4,2025-04-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"['Python', 'R', 'Azure', 'ETL', 'Data Warehousing']","Exciting opportunity for a Business Analyst to make an impact in a fast-paced environment.

Responsibilities:
- You will gather and document business ...",Business Analyst,"Seattle, WA",,,Not specified,,Mid-level,False,Unknown
reop70982fa22bnd,Business Intelligence Analyst,CoreTech Solutions,"New York, NY",N/A,"Join our growing team as a Business Intelligence Analyst and help transform data into actionable insights.

Responsibilities:
- This position involves optimizing data collection procedures and ensuring data quality.
- In this role, you will design and build interactive dashboards and reports.
- You will work with business users to understand reporting needs and deliver solutions.
- You will transform raw data into meaningful business insights.

Requirements:
- High School Diploma in Computer Science, Statistics, Mathematics, or related field
- 7+ years of experience in business intelligence analyst or related field
- Proficiency in Data Warehousing
- Proficiency in R
- Proficiency in AWS
- Proficiency in Data Mining
- Proficiency in Hadoop
- Proficiency in Data Visualization

Preferred Qualifications:
- Experience with Dashboard Development
- Experience with Reporting
- Experience with Business Intelligence

Benefits:
- Health, dental, and vision insurance
- Paid time off and holidays
- Flexible work arrangements
- Collaborative and innovative work environment
",https://www.indeed.com/viewjob?jk=reop70982fa22bnd,2025-03-26,Remote,Senior level,"['SAS', 'SPSS', 'Azure', 'Data Cleaning', 'Spark', 'Big Data', 'Data Governance']",High School Diploma,"['Gym membership', 'Flexible schedule', 'Paid time off', 'Vision insurance', 'Company events', 'Casual dress code', 'Health insurance', 'Free snacks and drinks']",Master's degree,7,2025-04-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"['R', 'Hadoop', 'AWS', 'Data Mining', 'Data Visualization', 'Data Warehousing']","We're hiring a Business Intelligence Analyst to help us make data-driven decisions.

Responsibilities:
- You will work with business users to understa...",Business Intelligence Analyst,"New York, NY",,,Not specified,,Senior,False,Unknown
udi7kekwii6hom9j,Business Intelligence Analyst,Analytics Advantage,"San Francisco, CA",$70 - $90 an hour,"We're hiring a Business Intelligence Analyst to help us make data-driven decisions.

Responsibilities:
- You will work with business users to understand reporting needs and deliver solutions.
- This position involves optimizing data collection procedures and ensuring data quality.
- In this role, you will design and build interactive dashboards and reports.
- You will transform raw data into meaningful business insights.

Requirements:
- Associate's degree in Computer Science, Statistics, Mathematics, or related field
- 4+ years of experience in business intelligence analyst or related field
- Proficiency in Dashboard Development
- Proficiency in Data Mining
- Proficiency in Machine Learning
- Proficiency in Azure
- Proficiency in SPSS
- Proficiency in Data Governance

Preferred Qualifications:
- Experience with Data Quality
- Experience with Business Intelligence
- Experience with Predictive Analytics

Benefits:
- 401(k) matching
- Competitive salary and benefits package
- Collaborative and innovative work environment
- Flexible work arrangements
",https://www.indeed.com/viewjob?jk=udi7kekwii6hom9j,2025-03-28,Temporary,Mid level,"['Spark', 'ETL', 'SAS', 'Reporting', 'Data Quality']",PhD,"['Gym membership', 'Remote work option', 'Tuition reimbursement', 'Casual dress code', 'Flexible schedule', 'Health insurance']",Master's degree,4,2025-04-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"['SPSS', 'Azure', 'Machine Learning', 'Data Mining']","Join our growing team as a Business Intelligence Analyst and help transform data into actionable insights.

Responsibilities:
- In this role, you will...",Business Intelligence Analyst,"San Francisco, CA",70.0,90.0,n,80.0,Mid-level,False,Low
bhwq741oamxkky96,Business Analyst,Quantum Data Systems,"Austin, TX","$60,000 - $80,000 a year","Exciting opportunity for a Business Analyst to make an impact in a fast-paced environment.

Responsibilities:
- You will work closely with stakeholders to ensure solutions meet business objectives.
- This position involves analyzing business processes and recommending improvements.
- In this role, you will bridge the gap between business needs and technical solutions.
- You will gather and document business requirements and translate them into functional specifications.

Requirements:
- Bachelor's degree in Computer Science, Statistics, Mathematics, or related field
- 3+ years of experience in business analyst or related field
- Proficiency in SAS
- Proficiency in Data Modeling
- Proficiency in Azure
- Proficiency in SQL
- Proficiency in Big Data
- Proficiency in Dashboard Development

Preferred Qualifications:
- Experience with ETL
- Experience with Google Cloud
- Experience with Predictive Analytics

Benefits:
- Health, dental, and vision insurance
- Professional development opportunities
- 401(k) matching
- Competitive salary and benefits package
",https://www.indeed.com/viewjob?jk=bhwq741oamxkky96,2025-03-24,Full-time,Director,"['Data Modeling', 'Tableau', 'ETL', 'Data Quality', 'SPSS', 'AWS', 'R', 'Google Cloud', 'Reporting']",PhD,"['Company events', 'Vision insurance', '401(k)', 'Gym membership']",Bachelor's degree,3,2025-04-14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['SQL', 'SAS', 'Azure', 'Google Cloud', 'ETL', 'Data Modeling', 'Big Data']","We're hiring a Business Analyst to help us make data-driven decisions.

Responsibilities:
- This position involves analyzing business processes and re...",Business Analyst,"Austin, TX",60000.0,80000.0,year,70000.0,Mid-level,False,Average
ysah1n99rt6pg4fo,Business Intelligence Analyst,TechCorp Solutions,"New York, NY",$90 - $110 an hour,"We're hiring a Business Intelligence Analyst to help us make data-driven decisions.

Responsibilities:
- You will transform raw data into meaningful business insights.
- This position involves optimizing data collection procedures and ensuring data quality.
- You will work with business users to understand reporting needs and deliver solutions.
- In this role, you will design and build interactive dashboards and reports.

Requirements:
- Master's degree in Computer Science, Statistics, Mathematics, or related field
- 6+ years of experience in business intelligence analyst or related field
- Proficiency in Data Warehousing
- Proficiency in Data Cleaning
- Proficiency in Big Data
- Proficiency in AWS
- Proficiency in Machine Learning
- Proficiency in Data Mining

Preferred Qualifications:
- Experience with Statistical Analysis
- Experience with Predictive Analytics
- Experience with Azure

Benefits:
- Health, dental, and vision insurance
- 401(k) matching
- Collaborative and innovative work environment
- Competitive salary and benefits package
",https://www.indeed.com/viewjob?jk=ysah1n99rt6pg4fo,2025-03-25,Full-time,Senior level,"['SPSS', 'A/B Testing', 'AWS', 'Big Data', 'Google Cloud', 'Business Intelligence']",Certification,"['Free snacks and drinks', 'Tuition reimbursement', '401(k)', 'Paid time off']",Master's degree,6,2025-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['AWS', 'Azure', 'Machine Learning', 'Data Mining', 'Statistical Analysis', 'Data Warehousing', 'Big Data']","Exciting opportunity for a Business Intelligence Analyst to make an impact in a fast-paced environment.

Responsibilities:
- You will work with busine...",Business Intelligence Analyst,"New York, NY",90.0,110.0,n,100.0,Senior,False,Low
96oxkk00ojfpjdiz,Business Intelligence Analyst,TechFusion Data,"San Francisco, CA",$70 - $90 an hour,"Our client is looking for an experienced Business Intelligence Analyst to help drive business insights.

Responsibilities:
- This position involves optimizing data collection procedures and ensuring data quality.
- You will transform raw data into meaningful business insights.
- In this role, you will design and build interactive dashboards and reports.
- You will work with business users to understand reporting needs and deliver solutions.

Requirements:
- Master's degree in Computer Science, Statistics, Mathematics, or related field
- 7+ years of experience in business intelligence analyst or related field
- Proficiency in Azure
- Proficiency in Data Mining
- Proficiency in Business Intelligence
- Proficiency in Statistical Analysis
- Proficiency in SPSS
- Proficiency in Data Governance

Preferred Qualifications:
- Experience with Python
- Experience with Data Visualization
- Experience with Predictive Analytics

Benefits:
- Health, dental, and vision insurance
- Paid time off and holidays
- Competitive salary and benefits package
- Professional development opportunities
",https://www.indeed.com/viewjob?jk=96oxkk00ojfpjdiz,2025-03-16,Part-time,Executive,"['SAS', 'Big Data', 'Database Management', 'Statistical Analysis', 'Business Intelligence', 'Dashboard Development']",Master's degree,"['Professional development', 'Remote work option', '401(k)', 'Health insurance', 'Flexible schedule', 'Vision insurance', 'Casual dress code']",Master's degree,7,2025-04-14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"['Python', 'SPSS', 'Azure', 'Data Mining', 'Data Visualization', 'Statistical Analysis']","We're hiring a Business Intelligence Analyst to help us make data-driven decisions.

Responsibilities:
- This position involves optimizing data collec...",Business Intelligence Analyst,"San Francisco, CA",70.0,90.0,n,80.0,Senior,False,Low
flfqjvlz6dgly2b5,Business Intelligence Analyst,Elite Analytics,Remote,$90 - $110 an hour,"We are seeking a talented Business Intelligence Analyst to join our team.

Responsibilities:
- In this role, you will design and build interactive dashboards and reports.
- You will transform raw data into meaningful business insights.
- This position involves optimizing data collection procedures and ensuring data quality.
- You will work with business users to understand reporting needs and deliver solutions.

Requirements:
- Certification in Computer Science, Statistics, Mathematics, or related field
- 2+ years of experience in business intelligence analyst or related field
- Proficiency in Python
- Proficiency in Dashboard Development
- Proficiency in Business Intelligence
- Proficiency in AWS
- Proficiency in Excel
- Proficiency in Tableau

Preferred Qualifications:
- Experience with Azure
- Experience with Data Governance
- Experience with Statistical Analysis

Benefits:
- Flexible work arrangements
- Competitive salary and benefits package
- Paid time off and holidays
- Collaborative and innovative work environment
",https://www.indeed.com/viewjob?jk=flfqjvlz6dgly2b5,2025-04-13,Internship,Executive,"['Excel', 'R', 'Predictive Analytics', 'Python', 'Database Management', 'Spark', 'Data Governance', 'Machine Learning']",Bachelor's degree,"['401(k)', 'Casual dress code', 'Dental insurance', 'Vision insurance', 'Flexible schedule', 'Professional development', 'Paid time off', 'Health insurance']",Master's degree,2,2025-04-14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"['Python', 'Excel', 'Tableau', 'AWS', 'Azure', 'Statistical Analysis']","Our client is looking for an experienced Business Intelligence Analyst to help drive business insights.

Responsibilities:
- In this role, you will de...",Business Intelligence Analyst,Remote,90.0,110.0,n,100.0,Mid-level,True,Low
h957yzjlz4crzqxx,Data Analyst,CoreTech Solutions,Remote,N/A,"We are seeking a talented Data Analyst to join our team.

Responsibilities:
- You will work with cross-functional teams to understand business requirements and provide data-driven solutions.
- In this role, you will analyze complex datasets to identify trends and insights.
- This position involves cleaning and transforming data to ensure accuracy and reliability.
- You will be responsible for creating dashboards and reports to communicate findings to stakeholders.

Requirements:
- Bachelor's degree in Computer Science, Statistics, Mathematics, or related field
- 5+ years of experience in data analyst or related field
- Proficiency in Statistical Analysis
- Proficiency in Data Governance
- Proficiency in SQL
- Proficiency in Database Management
- Proficiency in Machine Learning
- Proficiency in ETL

Preferred Qualifications:
- Experience with R
- Experience with Predictive Analytics
- Experience with Hadoop

Benefits:
- 401(k) matching
- Flexible work arrangements
- Professional development opportunities
- Paid time off and holidays
",https://www.indeed.com/viewjob?jk=h957yzjlz4crzqxx,2025-03-15,Full-time,Senior level,"['Data Warehousing', 'ETL', 'Data Visualization', 'SPSS', 'Data Modeling', 'Predictive Analytics']",Associate's degree,"['Vision insurance', 'Flexible schedule', 'Health insurance', 'Remote work option', '401(k)', 'Tuition reimbursement', 'Company events', 'Dental insurance']",Bachelor's degree,5,2025-04-14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"['SQL', 'R', 'Hadoop', 'ETL', 'Machine Learning', 'Statistical Analysis']","Exciting opportunity for a Data Analyst to make an impact in a fast-paced environment.

Responsibilities:
- In this role, you will analyze complex dat...",Data Analyst,Remote,,,Not specified,,Senior,True,Unknown
